OBJECTID,REPDIST,PREC,APREC,BUREAU,BASICCAR,TOOLTIP
738,146,1,CENTRAL,CENTRAL BUREAU,1A35,Bureau: CENTRAL BUREAU\nDistrict: 146\nDivision: CENTRAL
739,889,8,WEST LOS ANGELES,WEST BUREAU,8A59,Bureau: WEST BUREAU\nDistrict: 889\nDivision: WEST LOS ANGELES
740,777,7,WILSHIRE,WEST BUREAU,7A85,Bureau: WEST BUREAU\nDistrict: 777\nDivision: WILSHIRE
741,775,7,WILSHIRE,WEST BUREAU,7A85,Bureau: WEST BUREAU\nDistrict: 775\nDivision: WILSHIRE
742,466,4,HOLLENBECK,CENTRAL BUREAU,4A53,Bureau: CENTRAL BUREAU\nDistrict: 466\nDivision: HOLLENBECK
743,884,8,WEST LOS ANGELES,WEST BUREAU,8A35,Bureau: WEST BUREAU\nDistrict: 884\nDivision: WEST LOS ANGELES
744,147,1,CENTRAL,CENTRAL BUREAU,1A35,Bureau: CENTRAL BUREAU\nDistrict: 147\nDivision: CENTRAL
745,774,7,WILSHIRE,WEST BUREAU,7A85,Bureau: WEST BUREAU\nDistrict: 774\nDivision: WILSHIRE
746,182,1,CENTRAL,CENTRAL BUREAU,1A61,Bureau: CENTRAL BUREAU\nDistrict: 182\nDivision: CENTRAL
747,852,8,WEST LOS ANGELES,WEST BUREAU,8A53,Bureau: WEST BUREAU\nDistrict: 852\nDivision: WEST LOS ANGELES
748,295,2,RAMPART,CENTRAL BUREAU,2A92,Bureau: CENTRAL BUREAU\nDistrict: 295\nDivision: RAMPART
749,155,1,CENTRAL,CENTRAL BUREAU,1A35,Bureau: CENTRAL BUREAU\nDistrict: 155\nDivision: CENTRAL
750,164,1,CENTRAL,CENTRAL BUREAU,1A35,Bureau: CENTRAL BUREAU\nDistrict: 164\nDivision: CENTRAL
751,163,1,CENTRAL,CENTRAL BUREAU,1A85,Bureau: CENTRAL BUREAU\nDistrict: 163\nDivision: CENTRAL
752,148,1,CENTRAL,CENTRAL BUREAU,1A29,Bureau: CENTRAL BUREAU\nDistrict: 148\nDivision: CENTRAL
753,181,1,CENTRAL,CENTRAL BUREAU,1A61,Bureau: CENTRAL BUREAU\nDistrict: 181\nDivision: CENTRAL
754,159,1,CENTRAL,CENTRAL BUREAU,1A29,Bureau: CENTRAL BUREAU\nDistrict: 159\nDivision: CENTRAL
755,773,7,WILSHIRE,WEST BUREAU,7A73,Bureau: WEST BUREAU\nDistrict: 773\nDivision: WILSHIRE
756,883,8,WEST LOS ANGELES,WEST BUREAU,8A35,Bureau: WEST BUREAU\nDistrict: 883\nDivision: WEST LOS ANGELES
757,778,7,WILSHIRE,WEST BUREAU,7A69,Bureau: WEST BUREAU\nDistrict: 778\nDivision: WILSHIRE
758,156,1,CENTRAL,CENTRAL BUREAU,1A35,Bureau: CENTRAL BUREAU\nDistrict: 156\nDivision: CENTRAL
759,782,7,WILSHIRE,WEST BUREAU,7A73,Bureau: WEST BUREAU\nDistrict: 782\nDivision: WILSHIRE
760,299,2,RAMPART,CENTRAL BUREAU,2A92,Bureau: CENTRAL BUREAU\nDistrict: 299\nDivision: RAMPART
761,165,1,CENTRAL,CENTRAL BUREAU,1A35,Bureau: CENTRAL BUREAU\nDistrict: 165\nDivision: CENTRAL
762,174,1,CENTRAL,CENTRAL BUREAU,1A85,Bureau: CENTRAL BUREAU\nDistrict: 174\nDivision: CENTRAL
763,2088,20,OLYMPIC,WEST BUREAU,20A97,Bureau: WEST BUREAU\nDistrict: 2088\nDivision: OLYMPIC
764,157,1,CENTRAL,CENTRAL BUREAU,1A29,Bureau: CENTRAL BUREAU\nDistrict: 157\nDivision: CENTRAL
765,882,8,WEST LOS ANGELES,WEST BUREAU,8A53,Bureau: WEST BUREAU\nDistrict: 882\nDivision: WEST LOS ANGELES
766,158,1,CENTRAL,CENTRAL BUREAU,1A29,Bureau: CENTRAL BUREAU\nDistrict: 158\nDivision: CENTRAL
767,779,7,WILSHIRE,WEST BUREAU,7A69,Bureau: WEST BUREAU\nDistrict: 779\nDivision: WILSHIRE
768,2081,20,OLYMPIC,WEST BUREAU,20A71,Bureau: WEST BUREAU\nDistrict: 2081\nDivision: OLYMPIC
769,2083,20,OLYMPIC,WEST BUREAU,20A71,Bureau: WEST BUREAU\nDistrict: 2083\nDivision: OLYMPIC
770,467,4,HOLLENBECK,CENTRAL BUREAU,4A71,Bureau: CENTRAL BUREAU\nDistrict: 467\nDivision: HOLLENBECK
771,166,1,CENTRAL,CENTRAL BUREAU,1A35,Bureau: CENTRAL BUREAU\nDistrict: 166\nDivision: CENTRAL
772,468,4,HOLLENBECK,CENTRAL BUREAU,4A59,Bureau: CENTRAL BUREAU\nDistrict: 468\nDivision: HOLLENBECK
773,176,1,CENTRAL,CENTRAL BUREAU,1A85,Bureau: CENTRAL BUREAU\nDistrict: 176\nDivision: CENTRAL
774,462,4,HOLLENBECK,CENTRAL BUREAU,4A71,Bureau: CENTRAL BUREAU\nDistrict: 462\nDivision: HOLLENBECK
775,185,1,CENTRAL,CENTRAL BUREAU,1A85,Bureau: CENTRAL BUREAU\nDistrict: 185\nDivision: CENTRAL
776,471,4,HOLLENBECK,CENTRAL BUREAU,4A71,Bureau: CENTRAL BUREAU\nDistrict: 471\nDivision: HOLLENBECK
777,473,4,HOLLENBECK,CENTRAL BUREAU,4A71,Bureau: CENTRAL BUREAU\nDistrict: 473\nDivision: HOLLENBECK
778,191,1,CENTRAL,CENTRAL BUREAU,1A61,Bureau: CENTRAL BUREAU\nDistrict: 191\nDivision: CENTRAL
779,861,8,WEST LOS ANGELES,WEST BUREAU,8A1,Bureau: WEST BUREAU\nDistrict: 861\nDivision: WEST LOS ANGELES
780,851,8,WEST LOS ANGELES,WEST BUREAU,8A53,Bureau: WEST BUREAU\nDistrict: 851\nDivision: WEST LOS ANGELES
781,783,7,WILSHIRE,WEST BUREAU,7A73,Bureau: WEST BUREAU\nDistrict: 783\nDivision: WILSHIRE
782,881,8,WEST LOS ANGELES,WEST BUREAU,8A53,Bureau: WEST BUREAU\nDistrict: 881\nDivision: WEST LOS ANGELES
783,898,8,WEST LOS ANGELES,WEST BUREAU,8A95,Bureau: WEST BUREAU\nDistrict: 898\nDivision: WEST LOS ANGELES
784,784,7,WILSHIRE,WEST BUREAU,7A73,Bureau: WEST BUREAU\nDistrict: 784\nDivision: WILSHIRE
785,895,8,WEST LOS ANGELES,WEST BUREAU,8A95,Bureau: WEST BUREAU\nDistrict: 895\nDivision: WEST LOS ANGELES
786,1307,13,NEWTON,CENTRAL BUREAU,13A9,Bureau: CENTRAL BUREAU\nDistrict: 1307\nDivision: NEWTON
787,192,1,CENTRAL,CENTRAL BUREAU,1A61,Bureau: CENTRAL BUREAU\nDistrict: 192\nDivision: CENTRAL
788,821,8,WEST LOS ANGELES,WEST BUREAU,8A1,Bureau: WEST BUREAU\nDistrict: 821\nDivision: WEST LOS ANGELES
789,469,4,HOLLENBECK,CENTRAL BUREAU,4A59,Bureau: CENTRAL BUREAU\nDistrict: 469\nDivision: HOLLENBECK
790,785,7,WILSHIRE,WEST BUREAU,7A85,Bureau: WEST BUREAU\nDistrict: 785\nDivision: WILSHIRE
791,2099,20,OLYMPIC,WEST BUREAU,20A97,Bureau: WEST BUREAU\nDistrict: 2099\nDivision: OLYMPIC
792,2097,20,OLYMPIC,WEST BUREAU,20A97,Bureau: WEST BUREAU\nDistrict: 2097\nDivision: OLYMPIC
793,2093,20,OLYMPIC,WEST BUREAU,20A71,Bureau: WEST BUREAU\nDistrict: 2093\nDivision: OLYMPIC
794,2091,20,OLYMPIC,WEST BUREAU,20A71,Bureau: WEST BUREAU\nDistrict: 2091\nDivision: OLYMPIC
795,789,7,WILSHIRE,WEST BUREAU,7A69,Bureau: WEST BUREAU\nDistrict: 789\nDivision: WILSHIRE
796,787,7,WILSHIRE,WEST BUREAU,7A85,Bureau: WEST BUREAU\nDistrict: 787\nDivision: WILSHIRE
797,788,7,WILSHIRE,WEST BUREAU,7A69,Bureau: WEST BUREAU\nDistrict: 788\nDivision: WILSHIRE
798,292,2,RAMPART,CENTRAL BUREAU,2A92,Bureau: CENTRAL BUREAU\nDistrict: 292\nDivision: RAMPART
799,1303,13,NEWTON,CENTRAL BUREAU,13A13,Bureau: CENTRAL BUREAU\nDistrict: 1303\nDivision: NEWTON
800,309,3,SOUTHWEST,SOUTH BUREAU,3A19,Bureau: SOUTH BUREAU\nDistrict: 309\nDivision: SOUTHWEST
801,308,3,SOUTHWEST,SOUTH BUREAU,3A19,Bureau: SOUTH BUREAU\nDistrict: 308\nDivision: SOUTHWEST
802,195,1,CENTRAL,CENTRAL BUREAU,1A85,Bureau: CENTRAL BUREAU\nDistrict: 195\nDivision: CENTRAL
803,893,8,WEST LOS ANGELES,WEST BUREAU,8A35,Bureau: WEST BUREAU\nDistrict: 893\nDivision: WEST LOS ANGELES
804,897,8,WEST LOS ANGELES,WEST BUREAU,8A95,Bureau: WEST BUREAU\nDistrict: 897\nDivision: WEST LOS ANGELES
805,477,4,HOLLENBECK,CENTRAL BUREAU,4A71,Bureau: CENTRAL BUREAU\nDistrict: 477\nDivision: HOLLENBECK
806,315,3,SOUTHWEST,SOUTH BUREAU,3A15,Bureau: SOUTH BUREAU\nDistrict: 315\nDivision: SOUTHWEST
807,316,3,SOUTHWEST,SOUTH BUREAU,3A15,Bureau: SOUTH BUREAU\nDistrict: 316\nDivision: SOUTHWEST
808,899,8,WEST LOS ANGELES,WEST BUREAU,8A95,Bureau: WEST BUREAU\nDistrict: 899\nDivision: WEST LOS ANGELES
809,318,3,SOUTHWEST,SOUTH BUREAU,3A19,Bureau: SOUTH BUREAU\nDistrict: 318\nDivision: SOUTHWEST
810,317,3,SOUTHWEST,SOUTH BUREAU,3A15,Bureau: SOUTH BUREAU\nDistrict: 317\nDivision: SOUTHWEST
811,314,3,SOUTHWEST,SOUTH BUREAU,3A15,Bureau: SOUTH BUREAU\nDistrict: 314\nDivision: SOUTHWEST
812,871,8,WEST LOS ANGELES,WEST BUREAU,8A1,Bureau: WEST BUREAU\nDistrict: 871\nDivision: WEST LOS ANGELES
813,465,4,HOLLENBECK,CENTRAL BUREAU,4A59,Bureau: CENTRAL BUREAU\nDistrict: 465\nDivision: HOLLENBECK
814,319,3,SOUTHWEST,SOUTH BUREAU,3A19,Bureau: SOUTH BUREAU\nDistrict: 319\nDivision: SOUTHWEST
815,313,3,SOUTHWEST,SOUTH BUREAU,3A15,Bureau: SOUTH BUREAU\nDistrict: 313\nDivision: SOUTHWEST
816,1311,13,NEWTON,CENTRAL BUREAU,13A13,Bureau: CENTRAL BUREAU\nDistrict: 1311\nDivision: NEWTON
817,301,3,SOUTHWEST,SOUTH BUREAU,3A1,Bureau: SOUTH BUREAU\nDistrict: 301\nDivision: SOUTHWEST
818,892,8,WEST LOS ANGELES,WEST BUREAU,8A53,Bureau: WEST BUREAU\nDistrict: 892\nDivision: WEST LOS ANGELES
819,307,3,SOUTHWEST,SOUTH BUREAU,3A31,Bureau: SOUTH BUREAU\nDistrict: 307\nDivision: SOUTHWEST
820,305,3,SOUTHWEST,SOUTH BUREAU,3A31,Bureau: SOUTH BUREAU\nDistrict: 305\nDivision: SOUTHWEST
821,1309,13,NEWTON,CENTRAL BUREAU,13A9,Bureau: CENTRAL BUREAU\nDistrict: 1309\nDivision: NEWTON
822,303,3,SOUTHWEST,SOUTH BUREAU,3A1,Bureau: SOUTH BUREAU\nDistrict: 303\nDivision: SOUTHWEST
823,1313,13,NEWTON,CENTRAL BUREAU,13A13,Bureau: CENTRAL BUREAU\nDistrict: 1313\nDivision: NEWTON
824,1321,13,NEWTON,CENTRAL BUREAU,13A13,Bureau: CENTRAL BUREAU\nDistrict: 1321\nDivision: NEWTON
825,478,4,HOLLENBECK,CENTRAL BUREAU,4A97,Bureau: CENTRAL BUREAU\nDistrict: 478\nDivision: HOLLENBECK
826,325,3,SOUTHWEST,SOUTH BUREAU,3A19,Bureau: SOUTH BUREAU\nDistrict: 325\nDivision: SOUTHWEST
827,327,3,SOUTHWEST,SOUTH BUREAU,3A19,Bureau: SOUTH BUREAU\nDistrict: 327\nDivision: SOUTHWEST
828,326,3,SOUTHWEST,SOUTH BUREAU,3A15,Bureau: SOUTH BUREAU\nDistrict: 326\nDivision: SOUTHWEST
829,333,3,SOUTHWEST,SOUTH BUREAU,3A31,Bureau: SOUTH BUREAU\nDistrict: 333\nDivision: SOUTHWEST
830,334,3,SOUTHWEST,SOUTH BUREAU,3A31,Bureau: SOUTH BUREAU\nDistrict: 334\nDivision: SOUTHWEST
831,332,3,SOUTHWEST,SOUTH BUREAU,3A31,Bureau: SOUTH BUREAU\nDistrict: 332\nDivision: SOUTHWEST
832,331,3,SOUTHWEST,SOUTH BUREAU,3A31,Bureau: SOUTH BUREAU\nDistrict: 331\nDivision: SOUTHWEST
833,312,3,SOUTHWEST,SOUTH BUREAU,3A1,Bureau: SOUTH BUREAU\nDistrict: 312\nDivision: SOUTHWEST
834,311,3,SOUTHWEST,SOUTH BUREAU,3A1,Bureau: SOUTH BUREAU\nDistrict: 311\nDivision: SOUTHWEST
835,483,4,HOLLENBECK,CENTRAL BUREAU,4A71,Bureau: CENTRAL BUREAU\nDistrict: 483\nDivision: HOLLENBECK
836,1405,14,PACIFIC,WEST BUREAU,14A27,Bureau: WEST BUREAU\nDistrict: 1405\nDivision: PACIFIC
837,1428,14,PACIFIC,WEST BUREAU,14A27,Bureau: WEST BUREAU\nDistrict: 1428\nDivision: PACIFIC
838,1403,14,PACIFIC,WEST BUREAU,14A27,Bureau: WEST BUREAU\nDistrict: 1403\nDivision: PACIFIC
839,891,8,WEST LOS ANGELES,WEST BUREAU,8A53,Bureau: WEST BUREAU\nDistrict: 891\nDivision: WEST LOS ANGELES
840,1317,13,NEWTON,CENTRAL BUREAU,13A9,Bureau: CENTRAL BUREAU\nDistrict: 1317\nDivision: NEWTON
841,896,8,WEST LOS ANGELES,WEST BUREAU,8A95,Bureau: WEST BUREAU\nDistrict: 896\nDivision: WEST LOS ANGELES
842,1402,14,PACIFIC,WEST BUREAU,14A25,Bureau: WEST BUREAU\nDistrict: 1402\nDivision: PACIFIC
843,328,3,SOUTHWEST,SOUTH BUREAU,3A19,Bureau: SOUTH BUREAU\nDistrict: 328\nDivision: SOUTHWEST
844,1409,14,PACIFIC,WEST BUREAU,14A27,Bureau: WEST BUREAU\nDistrict: 1409\nDivision: PACIFIC
845,1406,14,PACIFIC,WEST BUREAU,14A27,Bureau: WEST BUREAU\nDistrict: 1406\nDivision: PACIFIC
846,1408,14,PACIFIC,WEST BUREAU,14A27,Bureau: WEST BUREAU\nDistrict: 1408\nDivision: PACIFIC
847,1407,14,PACIFIC,WEST BUREAU,14A27,Bureau: WEST BUREAU\nDistrict: 1407\nDivision: PACIFIC
848,336,3,SOUTHWEST,SOUTH BUREAU,3A31,Bureau: SOUTH BUREAU\nDistrict: 336\nDivision: SOUTHWEST
849,487,4,HOLLENBECK,CENTRAL BUREAU,4A97,Bureau: CENTRAL BUREAU\nDistrict: 487\nDivision: HOLLENBECK
850,1401,14,PACIFIC,WEST BUREAU,14A25,Bureau: WEST BUREAU\nDistrict: 1401\nDivision: PACIFIC
851,335,3,SOUTHWEST,SOUTH BUREAU,3A31,Bureau: SOUTH BUREAU\nDistrict: 335\nDivision: SOUTHWEST
852,479,4,HOLLENBECK,CENTRAL BUREAU,4A97,Bureau: CENTRAL BUREAU\nDistrict: 479\nDivision: HOLLENBECK
853,491,4,HOLLENBECK,CENTRAL BUREAU,4A97,Bureau: CENTRAL BUREAU\nDistrict: 491\nDivision: HOLLENBECK
854,337,3,SOUTHWEST,SOUTH BUREAU,3A15,Bureau: SOUTH BUREAU\nDistrict: 337\nDivision: SOUTHWEST
855,1427,14,PACIFIC,WEST BUREAU,14A27,Bureau: WEST BUREAU\nDistrict: 1427\nDivision: PACIFIC
856,872,8,WEST LOS ANGELES,WEST BUREAU,8A1,Bureau: WEST BUREAU\nDistrict: 872\nDivision: WEST LOS ANGELES
857,338,3,SOUTHWEST,SOUTH BUREAU,3A57,Bureau: SOUTH BUREAU\nDistrict: 338\nDivision: SOUTHWEST
858,329,3,SOUTHWEST,SOUTH BUREAU,3A19,Bureau: SOUTH BUREAU\nDistrict: 329\nDivision: SOUTHWEST
859,489,4,HOLLENBECK,CENTRAL BUREAU,4A97,Bureau: CENTRAL BUREAU\nDistrict: 489\nDivision: HOLLENBECK
860,1322,13,NEWTON,CENTRAL BUREAU,13A13,Bureau: CENTRAL BUREAU\nDistrict: 1322\nDivision: NEWTON
861,1331,13,NEWTON,CENTRAL BUREAU,13A41,Bureau: CENTRAL BUREAU\nDistrict: 1331\nDivision: NEWTON
862,1426,14,PACIFIC,WEST BUREAU,14A25,Bureau: WEST BUREAU\nDistrict: 1426\nDivision: PACIFIC
863,321,3,SOUTHWEST,SOUTH BUREAU,3A1,Bureau: SOUTH BUREAU\nDistrict: 321\nDivision: SOUTHWEST
864,488,4,HOLLENBECK,CENTRAL BUREAU,4A97,Bureau: CENTRAL BUREAU\nDistrict: 488\nDivision: HOLLENBECK
865,1425,14,PACIFIC,WEST BUREAU,14A25,Bureau: WEST BUREAU\nDistrict: 1425\nDivision: PACIFIC
866,1323,13,NEWTON,CENTRAL BUREAU,13A13,Bureau: CENTRAL BUREAU\nDistrict: 1323\nDivision: NEWTON
867,354,3,SOUTHWEST,SOUTH BUREAU,3A55,Bureau: SOUTH BUREAU\nDistrict: 354\nDivision: SOUTHWEST
868,355,3,SOUTHWEST,SOUTH BUREAU,3A55,Bureau: SOUTH BUREAU\nDistrict: 355\nDivision: SOUTHWEST
869,356,3,SOUTHWEST,SOUTH BUREAU,3A55,Bureau: SOUTH BUREAU\nDistrict: 356\nDivision: SOUTHWEST
870,357,3,SOUTHWEST,SOUTH BUREAU,3A57,Bureau: SOUTH BUREAU\nDistrict: 357\nDivision: SOUTHWEST
871,358,3,SOUTHWEST,SOUTH BUREAU,3A57,Bureau: SOUTH BUREAU\nDistrict: 358\nDivision: SOUTHWEST
872,497,4,HOLLENBECK,CENTRAL BUREAU,4A97,Bureau: CENTRAL BUREAU\nDistrict: 497\nDivision: HOLLENBECK
873,1438,14,PACIFIC,WEST BUREAU,14A27,Bureau: WEST BUREAU\nDistrict: 1438\nDivision: PACIFIC
874,351,3,SOUTHWEST,SOUTH BUREAU,3A31,Bureau: SOUTH BUREAU\nDistrict: 351\nDivision: SOUTHWEST
875,353,3,SOUTHWEST,SOUTH BUREAU,3A31,Bureau: SOUTH BUREAU\nDistrict: 353\nDivision: SOUTHWEST
876,1324,13,NEWTON,CENTRAL BUREAU,13A27,Bureau: CENTRAL BUREAU\nDistrict: 1324\nDivision: NEWTON
877,1424,14,PACIFIC,WEST BUREAU,14A25,Bureau: WEST BUREAU\nDistrict: 1424\nDivision: PACIFIC
878,499,4,HOLLENBECK,CENTRAL BUREAU,4A97,Bureau: CENTRAL BUREAU\nDistrict: 499\nDivision: HOLLENBECK
879,373,3,SOUTHWEST,SOUTH BUREAU,3A73,Bureau: SOUTH BUREAU\nDistrict: 373\nDivision: SOUTHWEST
880,1333,13,NEWTON,CENTRAL BUREAU,13A43,Bureau: CENTRAL BUREAU\nDistrict: 1333\nDivision: NEWTON
881,341,3,SOUTHWEST,SOUTH BUREAU,3A41,Bureau: SOUTH BUREAU\nDistrict: 341\nDivision: SOUTHWEST
882,359,3,SOUTHWEST,SOUTH BUREAU,3A57,Bureau: SOUTH BUREAU\nDistrict: 359\nDivision: SOUTHWEST
883,343,3,SOUTHWEST,SOUTH BUREAU,3A41,Bureau: SOUTH BUREAU\nDistrict: 343\nDivision: SOUTHWEST
884,361,3,SOUTHWEST,SOUTH BUREAU,3A41,Bureau: SOUTH BUREAU\nDistrict: 361\nDivision: SOUTHWEST
885,362,3,SOUTHWEST,SOUTH BUREAU,3A63,Bureau: SOUTH BUREAU\nDistrict: 362\nDivision: SOUTHWEST
886,1437,14,PACIFIC,WEST BUREAU,14A27,Bureau: WEST BUREAU\nDistrict: 1437\nDivision: PACIFIC
887,1341,13,NEWTON,CENTRAL BUREAU,13A41,Bureau: CENTRAL BUREAU\nDistrict: 1341\nDivision: NEWTON
888,1327,13,NEWTON,CENTRAL BUREAU,13A27,Bureau: CENTRAL BUREAU\nDistrict: 1327\nDivision: NEWTON
889,1325,13,NEWTON,CENTRAL BUREAU,13A27,Bureau: CENTRAL BUREAU\nDistrict: 1325\nDivision: NEWTON
890,374,3,SOUTHWEST,SOUTH BUREAU,3A73,Bureau: SOUTH BUREAU\nDistrict: 374\nDivision: SOUTHWEST
891,1436,14,PACIFIC,WEST BUREAU,14A25,Bureau: WEST BUREAU\nDistrict: 1436\nDivision: PACIFIC
892,1435,14,PACIFIC,WEST BUREAU,14A25,Bureau: WEST BUREAU\nDistrict: 1435\nDivision: PACIFIC
893,1342,13,NEWTON,CENTRAL BUREAU,13A41,Bureau: CENTRAL BUREAU\nDistrict: 1342\nDivision: NEWTON
894,363,3,SOUTHWEST,SOUTH BUREAU,3A63,Bureau: SOUTH BUREAU\nDistrict: 363\nDivision: SOUTHWEST
895,375,3,SOUTHWEST,SOUTH BUREAU,3A55,Bureau: SOUTH BUREAU\nDistrict: 375\nDivision: SOUTHWEST
896,376,3,SOUTHWEST,SOUTH BUREAU,3A55,Bureau: SOUTH BUREAU\nDistrict: 376\nDivision: SOUTHWEST
897,377,3,SOUTHWEST,SOUTH BUREAU,3A57,Bureau: SOUTH BUREAU\nDistrict: 377\nDivision: SOUTHWEST
898,379,3,SOUTHWEST,SOUTH BUREAU,3A57,Bureau: SOUTH BUREAU\nDistrict: 379\nDivision: SOUTHWEST
899,378,3,SOUTHWEST,SOUTH BUREAU,3A57,Bureau: SOUTH BUREAU\nDistrict: 378\nDivision: SOUTHWEST
900,1326,13,NEWTON,CENTRAL BUREAU,13A27,Bureau: CENTRAL BUREAU\nDistrict: 1326\nDivision: NEWTON
901,1416,14,PACIFIC,WEST BUREAU,14A25,Bureau: WEST BUREAU\nDistrict: 1416\nDivision: PACIFIC
902,1347,13,NEWTON,CENTRAL BUREAU,13A27,Bureau: CENTRAL BUREAU\nDistrict: 1347\nDivision: NEWTON
903,1343,13,NEWTON,CENTRAL BUREAU,13A43,Bureau: CENTRAL BUREAU\nDistrict: 1343\nDivision: NEWTON
904,1345,13,NEWTON,CENTRAL BUREAU,13A27,Bureau: CENTRAL BUREAU\nDistrict: 1345\nDivision: NEWTON
905,391,3,SOUTHWEST,SOUTH BUREAU,3A41,Bureau: SOUTH BUREAU\nDistrict: 391\nDivision: SOUTHWEST
906,399,3,SOUTHWEST,SOUTH BUREAU,3A99,Bureau: SOUTH BUREAU\nDistrict: 399\nDivision: SOUTHWEST
907,398,3,SOUTHWEST,SOUTH BUREAU,3A99,Bureau: SOUTH BUREAU\nDistrict: 398\nDivision: SOUTHWEST
908,1354,13,NEWTON,CENTRAL BUREAU,13A41,Bureau: CENTRAL BUREAU\nDistrict: 1354\nDivision: NEWTON
909,1351,13,NEWTON,CENTRAL BUREAU,13A41,Bureau: CENTRAL BUREAU\nDistrict: 1351\nDivision: NEWTON
910,396,3,SOUTHWEST,SOUTH BUREAU,3A99,Bureau: SOUTH BUREAU\nDistrict: 396\nDivision: SOUTHWEST
911,393,3,SOUTHWEST,SOUTH BUREAU,3A73,Bureau: SOUTH BUREAU\nDistrict: 393\nDivision: SOUTHWEST
912,1434,14,PACIFIC,WEST BUREAU,14A25,Bureau: WEST BUREAU\nDistrict: 1434\nDivision: PACIFIC
913,394,3,SOUTHWEST,SOUTH BUREAU,3A73,Bureau: SOUTH BUREAU\nDistrict: 394\nDivision: SOUTHWEST
914,395,3,SOUTHWEST,SOUTH BUREAU,3A99,Bureau: SOUTH BUREAU\nDistrict: 395\nDivision: SOUTHWEST
915,397,3,SOUTHWEST,SOUTH BUREAU,3A99,Bureau: SOUTH BUREAU\nDistrict: 397\nDivision: SOUTHWEST
916,1449,14,PACIFIC,WEST BUREAU,14A49,Bureau: WEST BUREAU\nDistrict: 1449\nDivision: PACIFIC
917,1415,14,PACIFIC,WEST BUREAU,14A25,Bureau: WEST BUREAU\nDistrict: 1415\nDivision: PACIFIC
918,1346,13,NEWTON,CENTRAL BUREAU,13A27,Bureau: CENTRAL BUREAU\nDistrict: 1346\nDivision: NEWTON
919,1344,13,NEWTON,CENTRAL BUREAU,13A43,Bureau: CENTRAL BUREAU\nDistrict: 1344\nDivision: NEWTON
920,1446,14,PACIFIC,WEST BUREAU,14A49,Bureau: WEST BUREAU\nDistrict: 1446\nDivision: PACIFIC
921,1353,13,NEWTON,CENTRAL BUREAU,13A43,Bureau: CENTRAL BUREAU\nDistrict: 1353\nDivision: NEWTON
922,1352,13,NEWTON,CENTRAL BUREAU,13A61,Bureau: CENTRAL BUREAU\nDistrict: 1352\nDivision: NEWTON
923,1445,14,PACIFIC,WEST BUREAU,14A45,Bureau: WEST BUREAU\nDistrict: 1445\nDivision: PACIFIC
924,1458,14,PACIFIC,WEST BUREAU,14A49,Bureau: WEST BUREAU\nDistrict: 1458\nDivision: PACIFIC
925,1433,14,PACIFIC,WEST BUREAU,14A25,Bureau: WEST BUREAU\nDistrict: 1433\nDivision: PACIFIC
926,1364,13,NEWTON,CENTRAL BUREAU,13A75,Bureau: CENTRAL BUREAU\nDistrict: 1364\nDivision: NEWTON
927,1367,13,NEWTON,CENTRAL BUREAU,13A75,Bureau: CENTRAL BUREAU\nDistrict: 1367\nDivision: NEWTON
928,1365,13,NEWTON,CENTRAL BUREAU,13A75,Bureau: CENTRAL BUREAU\nDistrict: 1365\nDivision: NEWTON
929,1459,14,PACIFIC,WEST BUREAU,14A49,Bureau: WEST BUREAU\nDistrict: 1459\nDivision: PACIFIC
930,1361,13,NEWTON,CENTRAL BUREAU,13A61,Bureau: CENTRAL BUREAU\nDistrict: 1361\nDivision: NEWTON
931,392,3,SOUTHWEST,SOUTH BUREAU,3A73,Bureau: SOUTH BUREAU\nDistrict: 392\nDivision: SOUTHWEST
932,1203,12,77TH STREET,SOUTH BUREAU,12A3,Bureau: SOUTH BUREAU\nDistrict: 1203\nDivision: 77TH STREET
933,1209,12,77TH STREET,SOUTH BUREAU,12A15,Bureau: SOUTH BUREAU\nDistrict: 1209\nDivision: 77TH STREET
934,1204,12,77TH STREET,SOUTH BUREAU,12A3,Bureau: SOUTH BUREAU\nDistrict: 1204\nDivision: 77TH STREET
935,1208,12,77TH STREET,SOUTH BUREAU,12A15,Bureau: SOUTH BUREAU\nDistrict: 1208\nDivision: 77TH STREET
936,1207,12,77TH STREET,SOUTH BUREAU,12A15,Bureau: SOUTH BUREAU\nDistrict: 1207\nDivision: 77TH STREET
937,1414,14,PACIFIC,WEST BUREAU,14A13,Bureau: WEST BUREAU\nDistrict: 1414\nDivision: PACIFIC
938,1413,14,PACIFIC,WEST BUREAU,14A13,Bureau: WEST BUREAU\nDistrict: 1413\nDivision: PACIFIC
939,1362,13,NEWTON,CENTRAL BUREAU,13A61,Bureau: CENTRAL BUREAU\nDistrict: 1362\nDivision: NEWTON
940,1363,13,NEWTON,CENTRAL BUREAU,13A61,Bureau: CENTRAL BUREAU\nDistrict: 1363\nDivision: NEWTON
941,1205,12,77TH STREET,SOUTH BUREAU,12A3,Bureau: SOUTH BUREAU\nDistrict: 1205\nDivision: 77TH STREET
942,1456,14,PACIFIC,WEST BUREAU,14A49,Bureau: WEST BUREAU\nDistrict: 1456\nDivision: PACIFIC
943,1443,14,PACIFIC,WEST BUREAU,14A45,Bureau: WEST BUREAU\nDistrict: 1443\nDivision: PACIFIC
944,1412,14,PACIFIC,WEST BUREAU,14A11,Bureau: WEST BUREAU\nDistrict: 1412\nDivision: PACIFIC
